year,class,round,session,gp_code,gp_name_ja,circuit,date,winner_id,status,note,source
1956,125cc,6,RAC,NAT,ネイションズGP,Monza,1956-09-09,carlo-ubbiali,確認済,,
1957,500cc,1,RAC,WGER,西ドイツGP,Hockenheim,1957-05-19,libero-liberati,確認済,,
1957,500cc,2,RAC,TT,マン島TT,Isle of Man,1957-06-07,bob-mcintyre,確認済,,
1957,500cc,3,RAC,NED,オランダTT,TT Circuit Assen,1957-06-29,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1957,500cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1957-07-07,libero-liberati,確認済,,
1957,500cc,5,RAC,ULST,アルスターGP,Belfast,1957-08-10,libero-liberati,確認済,,
1957,500cc,6,RAC,NAT,ネイションズGP,Monza,1957-09-01,libero-liberati,確認済,,
1957,250cc,1,RAC,WGER,西ドイツGP,Hockenheim,1957-05-19,carlo-ubbiali,確認済,,
1957,250cc,2,RAC,TT,マン島TT,Isle of Man,1957-06-07,cecil-sandford,確認済,,
1957,250cc,3,RAC,NED,オランダTT,TT Circuit Assen,1957-06-29,tarquinio-provini,確認済,,
1957,250cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1957-07-07,john-hartle,確認済,,
1957,250cc,5,RAC,ULST,アルスターGP,Belfast,1957-08-10,cecil-sandford,確認済,,
1957,250cc,6,RAC,NAT,ネイションズGP,Monza,1957-09-01,tarquinio-provini,確認済,,
1957,350cc,1,RAC,WGER,西ドイツGP,Hockenheim,1957-05-19,libero-liberati,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,350cc,2,RAC,TT,マン島TT,Isle of Man,1957-06-07,bob-mcintyre,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,350cc,3,RAC,NED,オランダTT,TT Circuit Assen,1957-06-29,keith-campbell,確認済,,
1957,350cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1957-07-07,keith-campbell,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,350cc,5,RAC,ULST,アルスターGP,Belfast,1957-08-10,keith-campbell,確認済,,
1957,350cc,6,RAC,NAT,ネイションズGP,Monza,1957-09-01,bob-mcintyre,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,125cc,1,RAC,WGER,西ドイツGP,Hockenheim,1957-05-19,carlo-ubbiali,確認済,,
1957,125cc,2,RAC,TT,マン島TT,Isle of Man,1957-06-07,tarquinio-provini,確認済,,
1957,125cc,3,RAC,NED,オランダTT,TT Circuit Assen,1957-06-29,tarquinio-provini,確認済,,
1957,125cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1957-07-07,tarquinio-provini,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,125cc,5,RAC,ULST,アルスターGP,Belfast,1957-08-10,luigi-taveri,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1957,125cc,6,RAC,NAT,ネイションズGP,Monza,1957-09-01,carlo-ubbiali,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,500cc,1,RAC,TT,マン島TT,Isle of Man,1958-06-06,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1958,500cc,2,RAC,NED,オランダTT,TT Circuit Assen,1958-06-28,john-surtees,確認済,,
1958,500cc,3,RAC,BEL,ベルギーGP,Spa-Francorchamps,1958-07-06,john-surtees,確認済,,
1958,500cc,4,RAC,WGER,西ドイツGP,Nurburgring,1958-07-20,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1958,500cc,5,RAC,SWE,スウェーデンGP,Hedemora,1958-07-27,geoff-duke,確認済,,
1958,500cc,6,RAC,ULST,アルスターGP,Belfast,1958-08-09,john-surtees,確認済,,
1958,500cc,7,RAC,NAT,ネイションズGP,Monza,1958-09-14,john-surtees,確認済,,
1958,250cc,1,RAC,TT,マン島TT,Isle of Man,1958-06-06,tarquinio-provini,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,250cc,2,RAC,NED,オランダTT,TT Circuit Assen,1958-06-28,tarquinio-provini,確認済,,
1958,250cc,3,RAC,WGER,西ドイツGP,Nurburgring,1958-07-20,tarquinio-provini,確認済,,
1958,250cc,4,RAC,SWE,スウェーデンGP,Hedemora,1958-07-27,horst-fugner,確認済,,
1958,250cc,5,RAC,ULST,アルスターGP,Belfast,1958-08-09,tarquinio-provini,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,250cc,6,RAC,NAT,ネイションズGP,Monza,1958-09-14,emilio-mendogni,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,350cc,1,RAC,TT,マン島TT,Isle of Man,1958-06-06,john-surtees,確認済,,
1958,350cc,2,RAC,NED,オランダTT,TT Circuit Assen,1958-06-28,john-surtees,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,350cc,3,RAC,BEL,ベルギーGP,Spa-Francorchamps,1958-07-06,john-surtees,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,350cc,4,RAC,WGER,西ドイツGP,Nurburgring,1958-07-20,john-surtees,確認済,,
1958,350cc,5,RAC,SWE,スウェーデンGP,Hedemora,1958-07-27,geoff-duke,確認済,,
1958,350cc,6,RAC,ULST,アルスターGP,Belfast,1958-08-09,john-surtees,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,350cc,7,RAC,NAT,ネイションズGP,Monza,1958-09-14,john-surtees,確認済,,
1958,125cc,1,RAC,TT,マン島TT,Isle of Man,1958-06-06,carlo-ubbiali,確認済,,
1958,125cc,2,RAC,NED,オランダTT,TT Circuit Assen,1958-06-28,carlo-ubbiali,確認済,,
1958,125cc,3,RAC,BEL,ベルギーGP,Spa-Francorchamps,1958-07-06,alberto-gandossi,確認済,,
1958,125cc,4,RAC,WGER,西ドイツGP,Nurburgring,1958-07-20,carlo-ubbiali,確認済,,
1958,125cc,5,RAC,SWE,スウェーデンGP,Hedemora,1958-07-27,alberto-gandossi,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1958,125cc,6,RAC,ULST,アルスターGP,Belfast,1958-08-09,carlo-ubbiali,確認済,,
1958,125cc,7,RAC,NAT,ネイションズGP,Monza,1958-09-14,bruno-spaggiari,確認済,,
1959,500cc,1,RAC,FRA,フランスGP,Clermont-Ferrand,1959-05-17,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1959,500cc,2,RAC,TT,マン島TT,Isle of Man,1959-06-06,john-surtees,確認済,,
1959,500cc,3,RAC,WGER,西ドイツGP,Hockenheim,1959-06-14,john-surtees,確認済,,
1959,500cc,4,RAC,NED,オランダTT,TT Circuit Assen,1959-06-27,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1959,500cc,5,RAC,BEL,ベルギーGP,Spa-Francorchamps,1959-07-05,john-surtees,確認済,,
1959,500cc,6,RAC,SWE,スウェーデンGP,Kristianstad,1959-07-26,bob-brown,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,500cc,7,RAC,ULST,アルスターGP,Belfast,1959-08-08,john-surtees,確認済,,
1959,500cc,8,RAC,NAT,ネイションズGP,Monza,1959-09-06,john-surtees,確認済,,
1959,250cc,1,RAC,TT,マン島TT,Isle of Man,1959-06-06,tarquinio-provini,確認済,,
1959,250cc,2,RAC,WGER,西ドイツGP,Hockenheim,1959-06-14,carlo-ubbiali,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,250cc,3,RAC,NED,オランダTT,TT Circuit Assen,1959-06-27,tarquinio-provini,確認済,,
1959,250cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1959-07-05,gary-hocking,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,250cc,5,RAC,SWE,スウェーデンGP,Kristianstad,1959-07-26,gary-hocking,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,250cc,6,RAC,ULST,アルスターGP,Belfast,1959-08-08,gary-hocking,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,250cc,7,RAC,NAT,ネイションズGP,Monza,1959-09-06,carlo-ubbiali,確認済,,
1959,350cc,1,RAC,FRA,フランスGP,Clermont-Ferrand,1959-05-17,john-surtees,確認済,,
1959,350cc,2,RAC,TT,マン島TT,Isle of Man,1959-06-06,john-surtees,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,350cc,3,RAC,WGER,西ドイツGP,Hockenheim,1959-06-14,john-surtees,確認済,,
1959,350cc,4,RAC,NED,オランダTT,TT Circuit Assen,1959-06-27,bob-brown,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,350cc,5,RAC,SWE,スウェーデンGP,Kristianstad,1959-07-26,john-surtees,確認済,,
1959,350cc,6,RAC,ULST,アルスターGP,Belfast,1959-08-08,john-surtees,確認済,,
1959,350cc,7,RAC,NAT,ネイションズGP,Monza,1959-09-06,john-surtees,確認済,,
1959,125cc,1,RAC,TT,マン島TT,Isle of Man,1959-06-06,tarquinio-provini,確認済,,
1959,125cc,2,RAC,WGER,西ドイツGP,Hockenheim,1959-06-14,carlo-ubbiali,確認済,,
1959,125cc,3,RAC,NED,オランダTT,TT Circuit Assen,1959-06-27,carlo-ubbiali,確認済,,
1959,125cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1959-07-05,carlo-ubbiali,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1959,125cc,5,RAC,SWE,スウェーデンGP,Kristianstad,1959-07-26,tarquinio-provini,確認済,,
1959,125cc,6,RAC,ULST,アルスターGP,Belfast,1959-08-08,mike-hailwood,確認済,,
1959,125cc,7,RAC,NAT,ネイションズGP,Monza,1959-09-06,ernst-degner,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1960,500cc,1,RAC,FRA,フランスGP,Clermont-Ferrand,1960-05-22,john-surtees,確認済,,
1960,500cc,2,RAC,TT,マン島TT,Isle of Man,1960-06-13,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1960,500cc,3,RAC,NED,オランダTT,TT Circuit Assen,1960-06-25,remo-venturi,確認済,,
1960,500cc,4,RAC,BEL,ベルギーGP,Spa-Francorchamps,1960-07-03,john-surtees,確認済,,
1960,500cc,5,RAC,WGER,西ドイツGP,Solitude,1960-07-24,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1960,500cc,6,RAC,ULST,アルスターGP,Belfast,1960-08-06,john-hartle,確認済,,
1960,500cc,7,RAC,NAT,ネイションズGP,Monza,1960-09-11,john-surtees,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1960,250cc,1,RAC,TT,マン島TT,Isle of Man,1960-06-13,gary-hocking,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,250cc,2,RAC,NED,オランダTT,TT Circuit Assen,1960-06-25,carlo-ubbiali,確認済,,
1960,250cc,3,RAC,BEL,ベルギーGP,Spa-Francorchamps,1960-07-03,carlo-ubbiali,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,250cc,4,RAC,WGER,西ドイツGP,Solitude,1960-07-24,gary-hocking,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,250cc,5,RAC,ULST,アルスターGP,Belfast,1960-08-06,carlo-ubbiali,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,250cc,6,RAC,NAT,ネイションズGP,Monza,1960-09-11,carlo-ubbiali,確認済,,
1960,350cc,1,RAC,FRA,フランスGP,Clermont-Ferrand,1960-05-22,gary-hocking,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,350cc,2,RAC,TT,マン島TT,Isle of Man,1960-06-13,john-hartle,確認済,,
1960,350cc,3,RAC,NED,オランダTT,TT Circuit Assen,1960-06-25,john-surtees,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,350cc,4,RAC,ULST,アルスターGP,Belfast,1960-08-06,john-surtees,確認済,,
1960,350cc,5,RAC,NAT,ネイションズGP,Monza,1960-09-11,gary-hocking,確認済,,
1960,125cc,1,RAC,TT,マン島TT,Isle of Man,1960-06-13,carlo-ubbiali,確認済,,
1960,125cc,2,RAC,NED,オランダTT,TT Circuit Assen,1960-06-25,carlo-ubbiali,確認済,,
1960,125cc,3,RAC,BEL,ベルギーGP,Spa-Francorchamps,1960-07-03,ernst-degner,確認済,,
1960,125cc,4,RAC,ULST,アルスターGP,Belfast,1960-08-06,carlo-ubbiali,確認済,公式リザルトに結果データがないため、上位3名のみ掲載（出典：英語版Wikipedia 各GP記事）,
1960,125cc,5,RAC,NAT,ネイションズGP,Monza,1960-09-11,carlo-ubbiali,確認済,,
1961,500cc,1,RAC,WGER,西ドイツGP,Hockenheim,1961-05-14,gary-hocking,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1961,500cc,2,RAC,FRA,フランスGP,Clermont-Ferrand,1961-05-21,gary-hocking,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1961,500cc,3,RAC,TT,マン島TT,Isle of Man,1961-06-12,mike-hailwood,確認済,,
1961,500cc,4,RAC,NED,オランダTT,TT Circuit Assen,1961-06-24,gary-hocking,確認済,,
1961,500cc,5,RAC,BEL,ベルギーGP,Spa-Francorchamps,1961-07-02,gary-hocking,確認済,,
1961,500cc,6,RAC,EGER,東ドイツGP,Sachsenring,1961-07-30,gary-hocking,確認済,,
1961,500cc,7,RAC,ULST,アルスターGP,Belfast,1961-08-12,gary-hocking,確認済,,
1961,500cc,8,RAC,NAT,ネイションズGP,Monza,1961-09-03,mike-hailwood,確認済,,
1961,500cc,9,RAC,SWE,スウェーデンGP,Kristianstad,1961-09-17,gary-hocking,確認済,公式リザルトに結果データがないため、ポイント獲得者などの着順のみ掲載（出典：英語版Wikipedia 年間順位表）,
1961,500cc,10,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1961-10-15,jorge-kissling,確認済,,
1961,250cc,1,RAC,SPA,スペインGP,Montjuïc,1961-04-23,gary-hocking,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,2,RAC,WGER,西ドイツGP,Hockenheim,1961-05-14,kunimitsu-takahashi,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,3,RAC,FRA,フランスGP,Clermont-Ferrand,1961-05-21,tom-phillis,確認済,,
1961,250cc,4,RAC,TT,マン島TT,Isle of Man,1961-06-12,mike-hailwood,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,5,RAC,NED,オランダTT,TT Circuit Assen,1961-06-24,mike-hailwood,確認済,,
1961,250cc,6,RAC,BEL,ベルギーGP,Spa-Francorchamps,1961-07-02,jim-redman,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,7,RAC,EGER,東ドイツGP,Sachsenring,1961-07-30,mike-hailwood,確認済,,
1961,250cc,8,RAC,ULST,アルスターGP,Belfast,1961-08-12,bob-mcintyre,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,9,RAC,NAT,ネイションズGP,Monza,1961-09-03,jim-redman,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,10,RAC,SWE,スウェーデンGP,Kristianstad,1961-09-17,mike-hailwood,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
1961,250cc,11,RAC,ARG,アルゼンチンGP,Oscar A. Galvez,1961-10-15,tom-phillis,確認済,公式リザルトに結果データがないため、優勝者のみ掲載（出典：英語版Wikipedia シーズン記事の日程表）,
