id,name_ja,name_en,nationality,birth_year,birth_date,birthplace,profile,status,api_id
martin-bauer,マルティン・バウアー,Martin Bauer,オーストリア,1975,1975-12-30,,,記憶,3e20c252-3f33-4fed-9ac6-9bf22ddf0006
blake-young,ブレイク・ヤング,Blake Young,米国,1987,1987-09-20,,,記憶,60158c1f-c11d-4fc2-9966-ccf65d5a828c
scott-redding,スコット・レディング,Scott Redding,英国,1993,1993-01-04,Quedgeley,2008年、125ccで最年少のGP優勝記録を樹立,記憶,48d39d4a-30fa-4764-a2e2-367869e19644
broc-parkes,ブロック・パークス,Broc Parkes,豪州,1981,1981-12-24,Hunter Region,,記憶,8b13afe3-6068-43e4-866b-209f8cb40f9f
leon-camier,レオン・カミア,Leon Camier,英国,1986,1986-08-04,Ashford,,記憶,a617eab8-2f43-48d5-a01d-0fbe68c466f2
loris-baz,ロリス・バズ,Loris Baz,フランス,1993,1993-02-01,Sallanches,,記憶,6508f0c0-b702-4fd6-b887-9e70ebbdb2da
eugene-laverty,ユージン・ラバティ,Eugene Laverty,英国,1986,1986-06-03,Toomebridge,,記憶,1380adcc-61a0-447b-9ac6-9de93a58920f
takumi-takahashi,高橋巧,Takumi Takahashi,日本,1989,1989-11-26,Saitama,,記憶,db18fcbb-f52b-46e3-8482-e478bd4281b3
alex-lowes,アレックス・ロウズ,Alex Lowes,英国,1990,1990-09-14,Lincoln,,記憶,9ce1ef6e-2ae5-4f87-a073-cf15e35f35bc
mike-jones,マイク・ジョーンズ,Mike Jones,豪州,1994,1994-02-25,Brisbane,,記憶,6bcbfd7c-9156-4b40-a44c-66f9bfb085c1
javier-fores,ハビエル・フォレス,Javier Forés,スペイン,1985,1985-09-16,Llombai,,記憶,99e3f740-dac4-4dbc-aafe-8d3c89fd8b4b
jonas-folger,ヨナス・フォルガー,Jonas Folger,ドイツ,1993,1993-08-13,Mühldorf,,記憶,93d6c1b8-9853-4939-a926-f26593db8eaf
sam-lowes,サム・ロウズ,Sam Lowes,英国,1990,1990-09-14,Lincoln,,記憶,2884c2c2-0c22-4958-9722-55e9ecd2b879
michael-van-der-mark,マイケル・ファン・デル・マーク,Michael van der Mark,オランダ,1992,1992-10-26,Rotterdam,,記憶,c6b31a66-9681-4918-8cf5-9f8db70a83e4
takuya-tsuda,津田拓也,Takuya Tsuda,日本,1984,1984-04-27,,,記憶,718be0ae-02cf-4999-8a0d-5aafd884e6a9
kohta-nozane,野左根航汰,Kohta Nozane,日本,1995,1995-10-29,Chiba,,記憶,20c36b7f-57f5-4e81-aa07-247e86e5a5b0
hafizh-syahrin,ハフィス・シャーリン,Hafizh Syahrin,マレーシア,1994,1994-05-05,Ampang,マレーシア人として初めてMotoGPにフル参戦,記憶,1f677ff2-f0a5-445a-8d69-145ccb672f3d
xavier-simeon,グザビエ・シメオン,Xavier Siméon,ベルギー,1989,1989-08-31,Brussels,,記憶,1c69b622-5391-4ba3-892f-c6e83db52e84
jordi-torres,ジョルディ・トーレス,Jordi Torres,スペイン,1987,1987-08-27,Rubí,,記憶,a16709d0-4769-4505-93f2-a9c3b117b93e
christophe-ponsson,クリストフ・ポンソン,Christophe Ponsson,フランス,1995,1995-12-23,Lyon,,記憶,8d40eeb2-f550-42e7-9d0c-6e852faea478
iker-lecuona,イケル・レクオーナ,Iker Lecuona,スペイン,2000,2000-01-06,Valencia,,記憶,92d574d5-d064-4612-bf3e-421d01572512
lorenzo-savadori,ロレンツォ・サバドリ,Lorenzo Savadori,イタリア,1993,1993-04-04,Cesena,,記憶,a1311c17-1099-4893-bba0-347bf43226a4
garrett-gerloff,ギャレット・ガーロフ,Garrett Gerloff,米国,1995,1995-08-01,USA,,記憶,78a58970-85cb-4cbd-8b51-f5f82ce309b8
jake-dixon,ジェイク・ディクソン,Jake Dixon,英国,1996,1996-01-15,Dover,,記憶,35214310-1714-4584-b82a-c56a15bab2ca
darryn-binder,ダリン・ビンダー,Darryn Binder,南アフリカ,1998,1998-01-21,Potchefstroom,,記憶,3c4a2a9d-7d61-4931-a0d5-5b4b0d4d7888
tetsuta-nagashima,長島哲太,Tetsuta Nagashima,日本,1992,1992-07-02,Kanagawa,,記憶,fc935c21-1f24-4d6f-8df5-f6c15740c8b5
kazuki-watanabe,渡辺一樹,Kazuki Watanabe,日本,1990,1990-10-02,,,記憶,6822d63c-8eec-4ceb-8a68-d7063a4cd5f6
simone-corsi,シモーネ・コルシ,Simone Corsi,イタリア,1987,1987-04-24,Roma,,記憶,2180835c-58ac-41d6-82e9-66cb4621187b
jules-cluzel,ジュール・クルーゼル,Jules Cluzel,フランス,1988,1988-10-12,Montluçon,,記憶,857d85d5-4f9b-4c16-8986-19d270b7c688
shoya-tomizawa,富沢祥也,Shoya Tomizawa,日本,1990,1990-12-10,Chiba,,記憶,869eabb6-51ad-44cd-80e6-3affc1624747
dominique-aegerter,ドミニク・エガーター,Dominique Aegerter,スイス,1990,1990-09-30,Rohrbach,,記憶,0f1c35ef-7070-47e6-8a3a-f95babd3e26d
alex-debon,アレックス・デボン,Alex Debón,スペイン,1976,1976-03-01,Castellón,,記憶,32a99ec5-f0ec-49a4-ab7f-49cfc004dd7d
sergio-gadea,セルジオ・ガデア,Sergio Gadea,スペイン,1984,1984-12-30,Puzol,,記憶,7fd3a819-0d7c-425e-9755-58c607591414
alex-baldolini,アレックス・バルドリーニ,Alex Baldolini,イタリア,1985,1985-01-24,Cesena,,記憶,5395b545-8dd5-4fee-a5f6-bb6d2c5aea38
kenan-sofuoglu,ケナン・ソフォオール,Kenan Sofuoğlu,トルコ,1984,1984-08-25,Sakarya,,記憶,0c8680de-d9a0-42c7-9574-0114e0f57e58
randy-krummenacher,ランディ・クルメナッハー,Randy Krummenacher,スイス,1990,1990-02-24,Gossau,,記憶,63d4d220-2ebe-4e1f-af7c-7a589bb66b0b
max-neukirchner,マックス・ノイキルヒナー,Max Neukirchner,ドイツ,1983,1983-04-20,Stollberg,,記憶,be8d56cf-922f-494f-88e9-c119c9c49b2c
gino-rea,ジーノ・レイ,Gino Rea,英国,1989,1989-09-18,London,,記憶,b2283be2-2aa5-417e-980b-7c06fe262972
marcel-schrotter,マルセル・シュレッター,Marcel Schrötter,ドイツ,1993,1993-01-02,Landsberg,,記憶,b1c3f7fd-c1a6-4fda-989a-52e7ef6d094d
luis-salom,ルイス・サロム,Luis Salom,スペイン,1991,1991-08-07,Palma de Mallorca,,記憶,2f9c557e-cde6-470c-8b3e-9b100eea6aa1
ricard-cardus,リカルド・カルドゥス,Ricard Cardús,スペイン,1988,1988-03-18,Barcelona,,記憶,ef723922-3328-4893-abf8-f60c371367c3
lorenzo-baldassarri,ロレンツォ・バルダッサーリ,Lorenzo Baldassarri,イタリア,1996,1996-11-06,San Severino Marche,,記憶,99b96762-97c2-4066-922d-d1194c410cdc
axel-pons,アクセル・ポンス,Axel Pons,スペイン,1991,1991-04-09,Barcelona,,記憶,34debe08-5c9a-495a-b080-f8c044015fd7
xavi-vierge,シャビ・ビエルヘ,Xavi Vierge,スペイン,1997,1997-04-30,Barcelona,,記憶,ad434c21-2b0a-4911-a887-d425e2108e4a
jorge-navarro,ホルヘ・ナバーロ,Jorge Navarro,スペイン,1996,1996-02-03,La Puebla de Vallbona,,記憶,57f4c236-d465-4161-8e22-7426f4da36eb
jesko-raffin,イェスコ・ラフィン,Jesko Raffin,スイス,1996,1996-06-12,Zürich,,記憶,56853eb8-7294-41f4-989b-efd79a84d800
andrea-locatelli,アンドレア・ロカテッリ,Andrea Locatelli,イタリア,1996,1996-10-16,Alzano Lombardo,,記憶,d2ee6c90-7dd0-493f-aa89-ad25163f5519
nicolo-bulega,ニコロ・ブレガ,Nicolò Bulega,イタリア,1999,1999-10-16,Montecchio Emilia,,記憶,eec1a409-dafe-41b8-957a-200f75f57ed5
stefano-manzi,ステファノ・マンツィ,Stefano Manzi,イタリア,1999,1999-03-29,Rimini,,記憶,2944a618-4103-4790-a3be-240157a865c2
joe-roberts,ジョー・ロバーツ,Joe Roberts,米国,1997,1997-06-16,Malibu,,記憶,3157c88e-bd94-4851-9fe2-1d7458f65a1e
aron-canet,アロン・カネト,Arón Canet,スペイン,1999,1999-09-30,Corbera,,記憶,12e072c6-c19b-4c35-a9c4-2c7deba15cb0
hector-garzo,エクトル・ガルソ,Héctor Garzó,スペイン,1998,1998-09-06,Paterna,,記憶,a9573361-93d6-4e1b-80cc-1023df2e4338
marcos-ramirez,マルコス・ラミレス,Marcos Ramírez,スペイン,1997,1997-12-16,Conil de la Frontera,,記憶,711cd7a3-7e13-413b-8de2-08d5bf4070f4
celestino-vietti,チェレスティーノ・ビエッティ,Celestino Vietti,イタリア,2001,2001-10-13,Cirie,,記憶,dd56704e-b40e-4202-8af2-a81b7fd6a82d
tony-arbolino,トニー・アルボリーノ,Tony Arbolino,イタリア,2000,2000-08-03,Garbagnate Milanese,,記憶,5c8bbc11-a1aa-4f55-b9dc-f2e8b7c33ceb
cameron-beaubier,キャメロン・ビュービア,Cameron Beaubier,米国,1992,1992-12-06,Rosevile,,記憶,1b7a0d65-4459-4214-bca9-3c6e4342111c
bo-bendsneyder,ボー・ベンスナイダー,Bo Bendsneyder,オランダ,1999,1999-03-04,Rotterdam,,記憶,8af1df19-9d0b-47f4-b71b-870700b11c02
alonso-lopez,アロンソ・ロペス,Alonso López,スペイン,2001,2001-12-21,Madrid,,記憶,88ec0ae1-53e4-48d4-8c60-6b74210d7552
manuel-gonzalez,マヌエル・ゴンサレス,Manuel González,スペイン,2002,2002-08-04,Madrid,,記憶,96edcb06-aa78-4976-9559-62186821e48e
jeremy-alcoba,ジェレミー・アルコバ,Jeremy Alcoba,スペイン,2001,2001-11-15,Tortosa,,記憶,759df62d-deb9-4cee-b8d5-52dda63ffcee
filip-salac,フィリップ・サラーチ,Filip Salač,チェコ,2001,2001-12-12,Mlada Boleslav,,記憶,48af1e5c-5376-43ad-9b26-9a860bef4e1d
sergio-garcia,セルヒオ・ガルシア,Sergio García,スペイン,2003,2003-03-22,Burriana,,記憶,6251aee5-6e36-455c-8b43-e6fd1753fd8d
barry-baltus,バリー・バルトゥス,Barry Baltus,ベルギー,2004,2004-05-03,Namur,,記憶,31d9d715-4dbc-4d12-8a21-f2daffb62d7f
dennis-foggia,デニス・フォッジア,Dennis Foggia,イタリア,2001,2001-01-07,Rome,,記憶,a90f6d5b-cba7-45cd-932e-308514518b80
senna-agius,セナ・アギウス,Senna Agius,豪州,2005,2005-06-09,Liverpool NSW,,記憶,b6abeabd-e023-4537-b808-92844d2b6bd4
deniz-oncu,デニズ・オンジュ,Deniz Öncü,トルコ,2003,2003-07-26,Alanya,,記憶,7f2593e1-d17e-4a83-9890-d9c383b29898
daniel-holgado,ダニエル・オルガド,Daniel Holgado,スペイン,2005,2005-04-27,Sant Vicent del Raspeig,,記憶,845c70b2-fe9b-40b6-a558-692cf5f9e6da
collin-veijer,コリン・フェイヤー,Collin Veijer,オランダ,2005,2005-02-19,Meppel,,記憶,08783adb-15e8-49e4-a6ea-c3ede3d94e7c
ivan-ortola,イバン・オルトラ,Iván Ortolá,スペイン,2004,2004-08-04,Valencia,,記憶,6b517083-20d8-40da-9d92-aeb63cdee89d
daniel-munoz,ダニエル・ムニョス,Daniel Muñoz,スペイン,2006,2006-04-28,Dos Hermanas,,記憶,be57d739-ceff-4bd4-b612-08100cae9990
romano-fenati,ロマーノ・フェナティ,Romano Fenati,イタリア,1996,1996-01-15,Ascoli Piceno,,記憶,ce6cf241-b716-4681-9968-9ec3ccfe2fb5
zulfahmi-khairuddin,ズルファミ・カイルディン,Zulfahmi Khairuddin,マレーシア,1991,1991-10-20,Sepang,,記憶,3754aa52-9801-4788-bbec-89c045d364b3
efren-vazquez,エフレン・バスケス,Efrén Vázquez,スペイン,1986,1986-09-02,Barakaldo,,記憶,ed4194d6-f0bc-45ea-b3d4-18799d95bda6
louis-rossi,ルイ・ロッシ,Louis Rossi,フランス,1989,1989-06-23,Le Mans,,記憶,93c397e8-6259-4550-a469-1e8a3aa49b19
arthur-sissis,アーサー・シシス,Arthur Sissis,豪州,1995,1995-06-15,Adelaide,,記憶,ad571c93-cd35-4fc4-aa23-fb58bfca1298
alexis-masbou,アレクシス・マスブー,Alexis Masbou,フランス,1987,1987-06-02,Albi,,記憶,56307be9-ecab-4eec-894d-a04cee6460d7
niccolo-antonelli,ニッコロ・アントネッリ,Niccolò Antonelli,イタリア,1996,1996-02-23,Cattolica,,記憶,f8c02183-14b5-4b7e-9976-40e913162238
jakub-kornfeil,ヤクブ・コルンフェイル,Jakub Kornfeil,チェコ,1993,1993-04-08,Kyjov,,記憶,160b83e0-d446-49c5-8c52-41759ac673e6
hector-faubel,エクトル・ファウベル,Héctor Faubel,スペイン,1983,1983-08-10,Llíria,,記憶,b64183af-dc06-4e3d-b0fd-717ead7c5ec8
alberto-moncayo,アルベルト・モンカヨ,Alberto Moncayo,スペイン,1991,1991-07-23,Cadiz,,記憶,0244bff6-3c00-4972-837a-971d515e18d5
alessandro-tonucci,アレッサンドロ・トヌッチ,Alessandro Tonucci,イタリア,1993,1993-04-23,Fano,,記憶,b1cba752-262d-4d3f-874a-ed9b7c0e4f5d
niklas-ajo,ニクラス・アホ,Niklas Ajo,フィンランド,1994,1994-07-10,Valkeakoski,,記憶,fa251430-af70-4288-8035-adeb60b8a19d
isaac-vinales,イサック・ビニャーレス,Isaac Viñales,スペイン,1993,1993-11-06,Llança,,記憶,388a11b1-4121-4ee3-b67b-81ed4b2a37e1
philipp-ottl,フィリップ・エッテル,Philipp Öttl,ドイツ,1996,1996-05-03,Bad Reichenhall,,記憶,2828c8e3-9f1c-4d52-8e4f-0c5abb603d81
john-mcphee,ジョン・マクフィー,John McPhee,英国,1994,1994-07-14,Oban,,記憶,0576824c-420a-4d45-b07f-bd62e6c06203
danny-webb,ダニー・ウェブ,Danny Webb,英国,1991,1991-03-22,Kent,,記憶,0a2b9a74-64c3-4f66-8208-051b4adc70da
juan-francisco-guevara,フアン・フランシスコ・ゲバラ,Juan Francisco Guevara,スペイン,1995,1995-08-19,Lorca,,記憶,d87c237e-5cca-428c-a38c-03bdbeea858f
karel-hanika,カレル・ハニカ,Karel Hanika,チェコ,1996,1996-04-14,Brno,,記憶,3817a1ef-77de-4286-a97c-56cdaad8ed77
livio-loi,リビオ・ロイ,Livio Loi,ベルギー,1997,1997-04-27,Hasselt,,記憶,fdf176a0-6678-4de5-b7fa-862566a2ce4a
andrea-migno,アンドレア・ミーニョ,Andrea Migno,イタリア,1996,1996-01-10,Cattolica,,記憶,bda9a7f7-c0b5-46fa-ace0-221d9633b8f1
khairul-idham-pawi,カイルル・イダム・パウィ,Khairul Idham Pawi,マレーシア,1998,1998-09-20,Kampung Gajah,,記憶,052b5771-e2c9-483a-a200-0cb35965ebc7
jules-danilo,ジュール・ダニロ,Jules Danilo,フランス,1995,1995-05-18,Milan,,記憶,0a0f8687-a094-424c-b590-91be789a770b
tatsuki-suzuki,鈴木竜生,Tatsuki Suzuki,日本,1997,1997-09-24,Chiba,,記憶,9555e9c3-71c9-4002-829a-47cc6a417f1e
gabriel-rodrigo,ガブリエル・ロドリゴ,Gabriel Rodrigo,アルゼンチン,1996,1996-10-12,Barcelona,,記憶,c83a3a1e-b02f-4062-862e-bf87e98e109a
adam-norrodin,アダム・ノロディン,Adam Norrodin,マレーシア,1998,1998-06-13,Johor Bahru,,記憶,049b3f63-1ea8-40c4-a10e-8b818f301c5b
ayumu-sasaki,佐々木歩夢,Ayumu Sasaki,日本,2000,2000-10-04,Yokosuka,,記憶,ae003ef7-aff4-4903-ab7a-0c40997baa0a
kaito-toba,鳥羽海渡,Kaito Toba,日本,2000,2000-04-07,Fukuoka,,記憶,5bba215a-a5c3-4053-bd12-9ed4dd85c528
stefano-nepa,ステファノ・ネパ,Stefano Nepa,イタリア,2001,2001-11-21,Giulianova,,記憶,9aa5d44b-39c7-47dd-96ef-a3e0e73499f2
xavier-artigas,シャビエル・アルティガス,Xavier Artigas,スペイン,2003,2003-05-27,Barcelona,,記憶,b24dd9d3-81fa-488d-b05f-b7bcab7c0c55
ryusei-yamanaka,山中琉聖,Ryusei Yamanaka,日本,2001,2001-11-06,Yotsukaido,,記憶,b2570616-5431-4eb3-be49-d79fd4ff86e2
david-munoz,ダビド・ムニョス,David Muñoz,スペイン,2006,2006-05-15,Brenes,,記憶,3061875e-1a3f-4b9d-a974-603becd903a7
riccardo-rossi,リッカルド・ロッシ,Riccardo Rossi,イタリア,2002,2002-03-21,Genova,,記憶,a32e2f69-5b68-4cea-a85f-7cf12adf31f7
carlos-tatay,カルロス・タタイ,Carlos Tatay,スペイン,2003,2003-05-07,Valencia,,記憶,5ae12826-1546-4141-9665-7d9d52ea52af
adrian-fernandez,アドリアン・フェルナンデス,Adrián Fernández,スペイン,2004,2004-01-31,Madrid,,記憶,587e8e1a-43c4-4372-bde7-34da0b19e0e6
taiyo-furusato,古里太陽,Taiyo Furusato,日本,2005,2005-07-12,Kagoshima,,記憶,e983f2ed-5bac-4ae7-9b54-3ab5fc357500
joel-kelso,ジョエル・ケルソ,Joel Kelso,豪州,2003,2003-06-12,Nambour QLD,,記憶,5b5fb07a-f0b6-4f7f-9533-18cad7f0c8f2
matteo-bertelle,マッテオ・ベルテッレ,Matteo Bertelle,イタリア,2004,2004-02-18,Monselice,,記憶,fb584b95-a9ed-4d23-8db3-4a946db60fe8
angel-piqueras,アンヘル・ピケラス,Ángel Piqueras,スペイン,2006,2006-12-01,Ayora,,記憶,97116ba3-5971-4304-be84-451bdc9a563c
luca-lunetta,ルカ・ルネッタ,Luca Lunetta,イタリア,2006,2006-05-27,Roma,,記憶,4023fb10-6a03-420b-a9e1-9926066ab154
jacob-roulstone,ジェイコブ・ロウルストン,Jacob Roulstone,豪州,2005,2005-02-04,Figtree NSW,,記憶,2d9bd73c-a0ef-4ade-8ab4-f91b0a085c4f
joel-esteban,ジョエル・エステバン,Joel Esteban,スペイン,2005,2005-08-07,El Prat de Llobregat,,記憶,15049794-9e9a-45da-a2d5-a52d684914a7
filippo-farioli,フィリッポ・ファリオーリ,Filippo Farioli,イタリア,2005,2005-04-04,Bergamo,,記憶,0f16b115-ba73-4369-a3ba-54773a84aa02
scott-ogden,スコット・オグデン,Scott Ogden,英国,2003,2003-10-16,Doncaster,,記憶,f261e368-80bd-4830-9a2e-1cee3e6b0be4
maximo-quiles,マキシモ・キレス,Máximo Quiles,スペイン,2008,2008-03-19,Murcia,,記憶,01f85422-d97e-4901-9492-1be9694a4cc2
alvaro-carpe,アルバロ・カルペ,Álvaro Carpe,スペイン,2007,2007-06-05,Murcia,,記憶,992cadcb-08e5-47cf-8b29-cf28d3e941ca
valentin-perrone,バレンティン・ペローネ,Valentín Perrone,アルゼンチン,2007,2007-12-28,Barcelona,,記憶,c1dbeba7-8a56-40fd-ab57-cd6eb37e63f3
david-almansa,ダビド・アルマンサ,David Almansa,スペイン,2006,2006-01-22,Puertollano,,記憶,ed2d5631-8fe0-4a21-8449-463657eb7901
guido-pini,グイド・ピーニ,Guido Pini,イタリア,2008,2008-01-09,Italy,,記憶,808ef2f0-0eb5-4940-be83-41834720c890
cormac-buchanan,コーマック・ブキャナン,Cormac Buchanan,ニュージーランド,2006,2006-08-23,New Zealand,,記憶,a7d44fd6-d27c-4fea-ac27-85953cd45f86
osamu-miyazaki,ミヤザキ・オサム,Osamu Miyazaki,日本,1966,1966-01-23,Yamaguchi-ken,,確認済,e46e9edb-5ec9-4b8a-ad15-535019ec119f
daisaku-sakai,酒井大作,Daisaku Sakai,日本,1982,1982-03-12,Osaka,,確認済,b44c2150-5dfc-4a3a-a70a-eb13e53e9248
emilio-alzamora,エミリオ・アルサモラ,Emilio Alzamora,スペイン,1973,1973-05-22,Lleida,,確認済,e416cbfe-5b46-4779-aa1c-b47015bb1fab
sebastian-porto,セバスチャン・ポルト,Sebastian Porto,アルゼンチン,1978,1978-09-12,Rafaela,,確認済,f3cd2fb4-92a7-489b-a6ad-442fb9b264bc
choujun-kameya,亀谷長純,Choujun Kameya,日本,1976,1976-11-10,Saitama,,確認済,74120845-1df5-402a-b9ed-f0a9198dce6c
hugo-marchand,ユーゴ・マルシャン,Hugo Marchand,フランス,1981,1981-04-22,Perigny,,確認済,51c92022-3a6c-4aa5-949e-045f93f1b8b3
raul-jara,ラウル・ハラ,Raul Jara,スペイン,1980,1980-04-17,St. Boi Llobregat,,確認済,1ca98a9b-39db-429d-9e77-da26f32c8973
roberto-locatelli,ロベルト・ロカテッリ,Roberto Locatelli,イタリア,1974,1974-07-05,Bergamo,,確認済,35ce6c8a-c626-4ffe-8ac5-8663c01b79ec
haruchika-aoki,青木治親,Haruchika Aoki,日本,1976,1976-03-28,Gumma,,確認済,95f4d807-d7a4-4948-8ed4-b30af146d0a0
leon-haslam,レオン・ハスラム,Leon Haslam,英国,1983,1983-05-31,Derbyshire,,確認済,a261b10b-a33b-42bc-86a2-d4006349643a
vincent-philippe,ヴァンサン・フィリップ,Vincent Philippe,フランス,1978,1978-01-11,Bensançon,,確認済,04041a59-ac71-4c3c-b2c1-61a56edf2af2
jarno-janssen,ヤルノ・ヤンセン,Jarno Janssen,オランダ,1975,1975-10-09,Deurne,,確認済,1c800273-b74f-4764-8ab9-8987ed8c6832
shahrol-yuzy,シャロル・ユージー,Shahrol Yuzy,マレーシア,1976,1976-01-23,Kuala Lumpur,,確認済,ada97c52-70f8-4cdd-807e-e51eac557063
jay-vincent,ジェイ・ヴィンセント,Jay Vincent,英国,1972,1972-02-20,Earl Shilton,,確認済,0053f9a7-e0e2-4087-af32-ecfab98be176
taro-sekiguchi,関口太郎,Taro Sekiguchi,日本,1975,1975-12-05,Tokyo,,確認済,4a15cccf-fb5a-4b10-83b5-6c7118b57bd3
shinichi-nakatomi,中冨伸一,Shinichi Nakatomi,日本,1978,1978-10-30,Fukuoka-ken,,確認済,c204965d-7978-4886-85b5-4947eb6fbfca
dirk-heidolf,ディルク・ハイドルフ,Dirk Heidolf,ドイツ,1976,1976-09-14,Hohenstein,,確認済,0e30d6e4-fc04-4074-9bd5-1518fa451da7
eric-bataille,エリック・バタイユ,Eric Bataille,フランス,1981,1981-04-18,Andorra,,確認済,59657b93-f457-4b39-b905-49c57f924053
erwan-nigon,エルワン・ニゴン,Erwan Nigon,フランス,1983,1983-09-27,Riom,,確認済,5de184a4-ec42-48fa-9c65-5bd9f2e8a062
thierry-van-den-bosch,ティエリー・ファン・デン・ボス,Thierry van den Bosch,フランス,1974,1974-07-08,Nérac,,確認済,c6fa574f-55bb-41d6-b6e2-072958d3f914
ralf-waldmann,ラルフ・ヴァルトマン,Ralf Waldmann,ドイツ,1966,1966-07-14,Hagen,,確認済,10ee62ca-2b47-437f-ae62-dd067a4083cc
peter-politiek,ペーター・ポリティーク,Peter Politiek,オランダ,1984,1984-07-13,Geesteren,,確認済,b3651f4f-864b-44c9-8538-742a4cbd0381
jarno-boesveld,ヤルノ・ブースフェルト,Jarno Boesveld,オランダ,1972,1972-08-28,Drempt,,確認済,6f1d7fdb-e156-4921-823b-fc9a30f0f9b7
gert-pieper,ヘルト・ピーパー,Gert Pieper,オランダ,1965,1965-12-10,Putten,,確認済,c78fd028-89ad-426f-953f-5e09b5be712b
andrew-whittley,アンドリュー・ウィットリー,Andrew Whittley,英国,1968,1968-01-02,Cleethorpes,,確認済,5eeb6837-5d15-44bb-a786-cdddf0607432
